filename,abs_filepath,emotion
Ses01M_impro05_F027,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro05/Ses01M_impro05_F027.wav,Anger Neutral
Ses01M_impro05_F033,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro05/Ses01M_impro05_F033.wav,Anger Neutral
Ses01M_impro05_M006,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro05/Ses01M_impro05_M006.wav,Anger
Ses01M_impro05_M012,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro05/Ses01M_impro05_M012.wav,Anger Frustration
Ses01M_impro05_M013,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro05/Ses01M_impro05_M013.wav,Anger Frustration
Ses01M_impro05_M007,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro05/Ses01M_impro05_M007.wav,Anger
Ses01M_impro05_F032,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro05/Ses01M_impro05_F032.wav,Anger Neutral
Ses01M_impro05_F026,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro05/Ses01M_impro05_F026.wav,Anger Neutral
Ses01M_impro05_F018,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro05/Ses01M_impro05_F018.wav,Sadness Neutral
Ses01M_impro05_F030,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro05/Ses01M_impro05_F030.wav,Anger Neutral
Ses01M_impro05_F024,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro05/Ses01M_impro05_F024.wav,Anger Neutral
Ses01M_impro05_M011,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro05/Ses01M_impro05_M011.wav,Anger Frustration
Ses01M_impro05_M005,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro05/Ses01M_impro05_M005.wav,Anger
Ses01M_impro05_M004,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro05/Ses01M_impro05_M004.wav,Anger
Ses01M_impro05_M010,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro05/Ses01M_impro05_M010.wav,Frustration
Ses01M_impro05_F025,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro05/Ses01M_impro05_F025.wav,Anger Neutral
Ses01M_impro05_F031,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro05/Ses01M_impro05_F031.wav,Anger Neutral
Ses01M_impro05_F019,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro05/Ses01M_impro05_F019.wav,Anger Neutral
Ses01M_impro02_F006,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro02/Ses01M_impro02_F006.wav,Frustration
Ses01M_impro02_F012,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro02/Ses01M_impro02_F012.wav,Anger Sadness Other
Ses01M_impro02_F013,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro02/Ses01M_impro02_F013.wav,Sadness Neutral
Ses01M_impro02_F007,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro02/Ses01M_impro02_F007.wav,Anger Frustration
Ses01M_impro02_F011,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro02/Ses01M_impro02_F011.wav,Fear Sadness Other
Ses01M_impro02_F005,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro02/Ses01M_impro02_F005.wav,Anger Frustration
Ses01M_impro02_M018,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro02/Ses01M_impro02_M018.wav,Sadness Other
Ses01M_impro02_M024,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro02/Ses01M_impro02_M024.wav,Fear Sadness
Ses01M_impro02_M025,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro02/Ses01M_impro02_M025.wav,Sadness Neutral
Ses01M_impro02_M019,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro02/Ses01M_impro02_M019.wav,Sadness Neutral
Ses01M_impro02_F004,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro02/Ses01M_impro02_F004.wav,Surprise Frustration
Ses01M_impro02_F010,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro02/Ses01M_impro02_F010.wav,Sadness Other
Ses01M_impro02_F014,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro02/Ses01M_impro02_F014.wav,Happiness Sadness Neutral
Ses01M_impro02_F000,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro02/Ses01M_impro02_F000.wav,Frustration Neutral
Ses01M_impro02_M021,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro02/Ses01M_impro02_M021.wav,Sadness Neutral
Ses01M_impro02_M009,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro02/Ses01M_impro02_M009.wav,Sadness
Ses01M_impro02_M008,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro02/Ses01M_impro02_M008.wav,Surprise Frustration Sadness
Ses01M_impro02_M020,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro02/Ses01M_impro02_M020.wav,Sadness Neutral
Ses01M_impro02_F001,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro02/Ses01M_impro02_F001.wav,Surprise Frustration Other
Ses01M_impro02_F015,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro02/Ses01M_impro02_F015.wav,Sadness Neutral
Ses01M_impro02_F003,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro02/Ses01M_impro02_F003.wav,Surprise Frustration
Ses01M_impro02_F017,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro02/Ses01M_impro02_F017.wav,Happiness Sadness
Ses01M_impro02_M022,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro02/Ses01M_impro02_M022.wav,Sadness Neutral
Ses01M_impro02_M023,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro02/Ses01M_impro02_M023.wav,Sadness Neutral
Ses01M_impro02_F016,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro02/Ses01M_impro02_F016.wav,Happiness Sadness Neutral
Ses01M_impro02_F002,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro02/Ses01M_impro02_F002.wav,Surprise Frustration
Ses01M_impro02_M006,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro02/Ses01M_impro02_M006.wav,Frustration Sadness
Ses01M_impro02_M012,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro02/Ses01M_impro02_M012.wav,Sadness
Ses01M_impro02_M013,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro02/Ses01M_impro02_M013.wav,Sadness
Ses01M_impro02_M007,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro02/Ses01M_impro02_M007.wav,Frustration Sadness
Ses01M_impro02_F018,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro02/Ses01M_impro02_F018.wav,Happiness Sadness Neutral
Ses01M_impro02_M011,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro02/Ses01M_impro02_M011.wav,Sadness
Ses01M_impro02_M005,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro02/Ses01M_impro02_M005.wav,Frustration Sadness Neutral
Ses01M_impro02_M004,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro02/Ses01M_impro02_M004.wav,Frustration Sadness Other
Ses01M_impro02_M010,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro02/Ses01M_impro02_M010.wav,Sadness
Ses01M_impro02_F019,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro02/Ses01M_impro02_F019.wav,Sadness
Ses01M_impro02_F021,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro02/Ses01M_impro02_F021.wav,Happiness Sadness Neutral
Ses01M_impro02_F009,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro02/Ses01M_impro02_F009.wav,Frustration Sadness
Ses01M_impro02_M014,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro02/Ses01M_impro02_M014.wav,Sadness
Ses01M_impro02_M000,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro02/Ses01M_impro02_M000.wav,Frustration Neutral
Ses01M_impro02_M001,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro02/Ses01M_impro02_M001.wav,Frustration Sadness
Ses01M_impro02_M015,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro02/Ses01M_impro02_M015.wav,Fear Sadness
Ses01M_impro02_F008,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro02/Ses01M_impro02_F008.wav,Frustration Sadness
Ses01M_impro02_F020,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro02/Ses01M_impro02_F020.wav,Happiness Sadness Neutral
Ses01M_impro02_M003,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro02/Ses01M_impro02_M003.wav,Frustration Sadness
Ses01M_impro02_M017,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro02/Ses01M_impro02_M017.wav,Frustration Sadness
Ses01M_impro02_M016,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro02/Ses01M_impro02_M016.wav,Fear Sadness
Ses01M_impro02_M002,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro02/Ses01M_impro02_M002.wav,Frustration Sadness
Ses01M_impro03_F012,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro03/Ses01M_impro03_F012.wav,Excited Neutral
Ses01M_impro03_F006,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro03/Ses01M_impro03_F006.wav,Excited
Ses01M_impro03_F007,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro03/Ses01M_impro03_F007.wav,Excited
Ses01M_impro03_F013,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro03/Ses01M_impro03_F013.wav,Excited
Ses01M_impro03_F005,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro03/Ses01M_impro03_F005.wav,Excited
Ses01M_impro03_F011,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro03/Ses01M_impro03_F011.wav,Excited
Ses01M_impro03_M018,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro03/Ses01M_impro03_M018.wav,Excited Neutral
Ses01M_impro03_M024,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro03/Ses01M_impro03_M024.wav,Excited Neutral
Ses01M_impro03_M025,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro03/Ses01M_impro03_M025.wav,Excited Happiness Neutral
Ses01M_impro03_M019,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro03/Ses01M_impro03_M019.wav,Excited Neutral
Ses01M_impro03_F010,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro03/Ses01M_impro03_F010.wav,Excited
Ses01M_impro03_F004,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro03/Ses01M_impro03_F004.wav,Surprise Excited
Ses01M_impro03_F000,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro03/Ses01M_impro03_F000.wav,Excited Happiness Neutral
Ses01M_impro03_F014,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro03/Ses01M_impro03_F014.wav,Excited
Ses01M_impro03_M021,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro03/Ses01M_impro03_M021.wav,Excited Neutral
Ses01M_impro03_M009,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro03/Ses01M_impro03_M009.wav,Surprise Excited Neutral
Ses01M_impro03_M008,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro03/Ses01M_impro03_M008.wav,Excited
Ses01M_impro03_M020,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro03/Ses01M_impro03_M020.wav,Excited
Ses01M_impro03_F015,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro03/Ses01M_impro03_F015.wav,Excited Happiness
Ses01M_impro03_F001,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro03/Ses01M_impro03_F001.wav,Surprise Excited
Ses01M_impro03_F017,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro03/Ses01M_impro03_F017.wav,Excited Neutral
Ses01M_impro03_F003,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro03/Ses01M_impro03_F003.wav,Surprise Excited
Ses01M_impro03_M022,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro03/Ses01M_impro03_M022.wav,Excited
Ses01M_impro03_M023,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro03/Ses01M_impro03_M023.wav,Excited Neutral
Ses01M_impro03_F002,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro03/Ses01M_impro03_F002.wav,Surprise Excited
Ses01M_impro03_F016,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro03/Ses01M_impro03_F016.wav,Excited Happiness
Ses01M_impro03_M012,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro03/Ses01M_impro03_M012.wav,Excited
Ses01M_impro03_M006,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro03/Ses01M_impro03_M006.wav,Excited Neutral
Ses01M_impro03_M007,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro03/Ses01M_impro03_M007.wav,Excited
Ses01M_impro03_M013,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro03/Ses01M_impro03_M013.wav,Excited Neutral
Ses01M_impro03_F026,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro03/Ses01M_impro03_F026.wav,Excited
Ses01M_impro03_F018,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro03/Ses01M_impro03_F018.wav,Excited Neutral
Ses01M_impro03_F024,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro03/Ses01M_impro03_F024.wav,Surprise Excited
Ses01M_impro03_M005,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro03/Ses01M_impro03_M005.wav,Excited
Ses01M_impro03_M011,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro03/Ses01M_impro03_M011.wav,Excited
Ses01M_impro03_M010,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro03/Ses01M_impro03_M010.wav,Excited
Ses01M_impro03_M004,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro03/Ses01M_impro03_M004.wav,Excited Neutral
Ses01M_impro03_F025,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro03/Ses01M_impro03_F025.wav,Excited Happiness
Ses01M_impro03_F019,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro03/Ses01M_impro03_F019.wav,Excited
Ses01M_impro03_F021,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro03/Ses01M_impro03_F021.wav,Excited Neutral
Ses01M_impro03_F009,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro03/Ses01M_impro03_F009.wav,Surprise Excited
Ses01M_impro03_M000,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro03/Ses01M_impro03_M000.wav,Excited Happiness
Ses01M_impro03_M014,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro03/Ses01M_impro03_M014.wav,Excited Neutral
Ses01M_impro03_M015,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro03/Ses01M_impro03_M015.wav,Excited Neutral
Ses01M_impro03_M001,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro03/Ses01M_impro03_M001.wav,Excited Happiness
Ses01M_impro03_F008,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro03/Ses01M_impro03_F008.wav,Excited
Ses01M_impro03_F020,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro03/Ses01M_impro03_F020.wav,Excited Happiness
Ses01M_impro03_F022,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro03/Ses01M_impro03_F022.wav,Excited
Ses01M_impro03_M017,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro03/Ses01M_impro03_M017.wav,Excited Happiness
Ses01M_impro03_M003,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro03/Ses01M_impro03_M003.wav,Excited Neutral
Ses01M_impro03_M002,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro03/Ses01M_impro03_M002.wav,Excited Happiness Neutral
Ses01M_impro03_M016,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro03/Ses01M_impro03_M016.wav,Excited
Ses01M_impro03_F023,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro03/Ses01M_impro03_F023.wav,Excited
Ses01M_impro04_F000,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro04/Ses01M_impro04_F000.wav,Frustration Neutral
Ses01M_impro04_F014,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro04/Ses01M_impro04_F014.wav,Frustration Neutral
Ses01M_impro04_M021,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro04/Ses01M_impro04_M021.wav,Anger Frustration Neutral
Ses01M_impro04_M009,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro04/Ses01M_impro04_M009.wav,Frustration
Ses01M_impro04_M008,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro04/Ses01M_impro04_M008.wav,Anger Frustration
Ses01M_impro04_M020,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session1/Ses01M_impro04/Ses01M_impro04_M020.wav,Anger Frustration
